Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      95/95          rf::FileManager::write_to_file(char const*, char const*, int) [741]
[752]    0.0    0.00    0.00      95         std::map<std::string, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::find(std::string const&) [752]
                0.00    0.00      95/95          std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::find(std::string const&) [754]
-----------------------------------------------
                0.00    0.00      95/95          std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::find(std::string const&) [754]
[753]    0.0    0.00    0.00      95         std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >*, std::_Rb_tree_node<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >*, std::string const&) [753]
                0.00    0.00     180/181         std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > const*) [730]
                0.00    0.00     180/276         std::less<std::string>::operator()(std::string const&, std::string const&) const [707]
                0.00    0.00     108/111         std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_S_left(std::_Rb_tree_node_base*) [732]
                0.00    0.00      95/297         std::_Rb_tree_iterator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >*) [701]
                0.00    0.00      72/74          std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_S_right(std::_Rb_tree_node_base*) [758]
-----------------------------------------------
                0.00    0.00      95/95          std::map<std::string, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::find(std::string const&) [752]
[754]    0.0    0.00    0.00      95         std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::find(std::string const&) [754]
                0.00    0.00      97/195         std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::end() [720]
                0.00    0.00      95/99          std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_M_end() [733]
                0.00    0.00      95/98          std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_M_begin() [735]
                0.00    0.00      95/95          std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >*, std::_Rb_tree_node<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >*, std::string const&) [753]
                0.00    0.00      95/192         std::_Rb_tree_iterator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >::operator==(std::_Rb_tree_iterator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > const&) const [724]
                0.00    0.00      94/95          std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_S_key(std::_Rb_tree_node_base const*) [755]
                0.00    0.00      94/276         std::less<std::string>::operator()(std::string const&, std::string const&) const [707]
-----------------------------------------------
                0.00    0.00       1/95          std::_Rb_tree_iterator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_M_insert_<std::pair<char const*, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<char const*, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >&&) [1275]
                0.00    0.00      94/95          std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::find(std::string const&) [754]
[755]    0.0    0.00    0.00      95         std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_S_key(std::_Rb_tree_node_base const*) [755]
                0.00    0.00      95/95          std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_S_value(std::_Rb_tree_node_base const*) [756]
                0.00    0.00      95/276         std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >::operator()(std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > const&) const [705]
-----------------------------------------------
                0.00    0.00      95/95          std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_S_key(std::_Rb_tree_node_base const*) [755]
[756]    0.0    0.00    0.00      95         std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_S_value(std::_Rb_tree_node_base const*) [756]
                0.00    0.00      95/276         std::_Rb_tree_node<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >::_M_valptr() const [706]
-----------------------------------------------
                0.00    0.00       2/88          __gnu_cxx::__normal_iterator<char const*, std::string>::difference_type __gnu_cxx::operator-<char const*, std::string>(__gnu_cxx::__normal_iterator<char const*, std::string> const&, __gnu_cxx::__normal_iterator<char const*, std::string> const&) [1370]
                0.00    0.00      26/88          bool __gnu_cxx::operator!=<char const*, std::string>(__gnu_cxx::__normal_iterator<char const*, std::string> const&, __gnu_cxx::__normal_iterator<char const*, std::string> const&) [821]
                0.00    0.00      60/88          bool __gnu_cxx::operator==<char const*, std::string>(__gnu_cxx::__normal_iterator<char const*, std::string> const&, __gnu_cxx::__normal_iterator<char const*, std::string> const&) [778]
[757]    0.0    0.00    0.00      88         __gnu_cxx::__normal_iterator<char const*, std::string>::base() const [757]
-----------------------------------------------
                0.00    0.00       2/74          std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >*) [1652]
                0.00    0.00      72/74          std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >*, std::_Rb_tree_node<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >*, std::string const&) [753]
[758]    0.0    0.00    0.00      74         std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_S_right(std::_Rb_tree_node_base*) [758]
-----------------------------------------------
                0.00    0.00      71/71          std::__detail::_Compiler<std::regex_traits<char> >::_M_match_token(std::__detail::_ScannerBase::_TokenT) [760]
[759]    0.0    0.00    0.00      71         std::__detail::_Scanner<char>::_M_get_token() const [759]
-----------------------------------------------
                0.00    0.00       1/71          std::__detail::_Compiler<std::regex_traits<char> >::_Compiler(char const*, char const*, std::regex_traits<char> const&, std::regex_constants::syntax_option_type) [1670]
                0.00    0.00       1/71          std::__detail::_Compiler<std::regex_traits<char> >::_M_quantifier()::{lambda()#1}::operator()() const [1760]
                0.00    0.00       2/71          std::__detail::_Compiler<std::regex_traits<char> >::_M_disjunction() <cycle 1> [1289]
                0.00    0.00       4/71          std::__detail::_Compiler<std::regex_traits<char> >::_M_bracket_expression() [1290]
                0.00    0.00      12/71          std::__detail::_Compiler<std::regex_traits<char> >::_M_try_char() [1009]
                0.00    0.00      13/71          std::__detail::_Compiler<std::regex_traits<char> >::_M_quantifier() [1010]
                0.00    0.00      18/71          std::__detail::_Compiler<std::regex_traits<char> >::_M_atom() <cycle 1> [958]
                0.00    0.00      20/71          std::__detail::_Compiler<std::regex_traits<char> >::_M_assertion() [957]
[760]    0.0    0.00    0.00      71         std::__detail::_Compiler<std::regex_traits<char> >::_M_match_token(std::__detail::_ScannerBase::_TokenT) [760]
                0.00    0.00      71/71          std::__detail::_Scanner<char>::_M_get_token() const [759]
                0.00    0.00       6/6           std::__detail::_Scanner<char>::_M_get_value() const [908]
                0.00    0.00       6/7           std::__detail::_Scanner<char>::_M_advance() [903]
-----------------------------------------------
                0.00    0.00      63/63          void std::swap<bool (*)(std::_Any_data const&, char)>(bool (*&)(std::_Any_data const&, char), bool (*&)(std::_Any_data const&, char)) [791]
[761]    0.0    0.00    0.00      63         std::remove_reference<bool (*&)(std::_Any_data const&, char)>::type&& std::move<bool (*&)(std::_Any_data const&, char)>(bool (*&)(std::_Any_data const&, char)) [761]
-----------------------------------------------
                0.00    0.00      63/63          void std::swap<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>(bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation), bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)) [792]
[762]    0.0    0.00    0.00      63         std::remove_reference<bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>::type&& std::move<bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>(bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)) [762]
-----------------------------------------------
                0.00    0.00      63/63          void std::swap<std::_Any_data>(std::_Any_data&, std::_Any_data&) [793]
[763]    0.0    0.00    0.00      63         std::remove_reference<std::_Any_data&>::type&& std::move<std::_Any_data&>(std::_Any_data&) [763]
-----------------------------------------------
                0.00    0.00       1/61          std::__detail::_CharMatcher<std::regex_traits<char>, false, false>::_CharMatcher(char, std::regex_traits<char> const&) [1656]
                0.00    0.00       9/61          std::__detail::_CharMatcher<std::regex_traits<char>, false, false>::operator()(char) const [866]
                0.00    0.00      51/61          std::__detail::_AnyMatcher<std::regex_traits<char>, true, false, false>::_M_apply(char, std::integral_constant<bool, true>) const [799]
[764]    0.0    0.00    0.00      61         std::__detail::_RegexTranslator<std::regex_traits<char>, false, false>::_M_translate(char) const [764]
-----------------------------------------------
                0.00    0.00      60/60          void std::__detail::_Executor<__gnu_cxx::__normal_iterator<char const*, std::string>, std::allocator<std::sub_match<__gnu_cxx::__normal_iterator<char const*, std::string> > >, std::regex_traits<char>, true>::_M_dfs<false>(long) [1672]
[765]    0.0    0.00    0.00      60         std::vector<std::__detail::_State<std::regex_traits<char> >, std::allocator<std::__detail::_State<std::regex_traits<char> > > >::operator[](unsigned long) const [765]
-----------------------------------------------
                0.00    0.00       1/53          void* rf::LuaBinder::call_constructor<rf::LuaGlueFileBitstream, std::string const, std::string const, 0ul, 1ul>(void*, rf::LuaBinder::intetgral_sequence<unsigned long, 0ul, 1ul>, std::tuple<std::string const, std::string const>&) [1337]
                0.00    0.00       1/53          _ZN9__gnu_cxx13new_allocatorISt23_Sp_counted_ptr_inplaceINSt8__detail4_NFAISt12regex_traitsIcEEESaIS6_ELNS_12_Lock_policyE2EEE9constructIS9_IKS7_S6_EEEvPT_DpOT0_ [1365]
                0.00    0.00       1/53          void __gnu_cxx::new_allocator<std::__detail::_NFA<std::regex_traits<char> > >::construct<std::__detail::_NFA<std::regex_traits<char> >, std::__detail::_NFA<std::regex_traits<char> > >(std::__detail::_NFA<std::regex_traits<char> >*, std::__detail::_NFA<std::regex_traits<char> >&&) [1354]
                0.00    0.00       2/53          void* rf::LuaBinder::call_constructor<rf::LuaGlueFifoBitstream, int, 0ul>(void*, rf::LuaBinder::intetgral_sequence<unsigned long, 0ul>, std::tuple<int>&) [1108]
                0.00    0.00       2/53          std::_Rb_tree_node<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >* std::_Rb_tree<std::string, std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::_Select1st<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::_M_create_node<std::pair<char const*, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >(std::pair<char const*, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >&&) [1278]
                0.00    0.00       2/53          void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > > >::construct<std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >, std::pair<char const*, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > > >(std::pair<std::string const, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >*, std::pair<char const*, std::unique_ptr<std::basic_ofstream<char, std::char_traits<char> >, std::default_delete<std::basic_ofstream<char, std::char_traits<char> > > > >&&) [1120]
                0.00    0.00       2/53          void __gnu_cxx::new_allocator<unsigned long>::construct<unsigned long, unsigned long const&>(unsigned long*, unsigned long const&) [1129]
                0.00    0.00       4/53          _ZN9__gnu_cxx13new_allocatorINSt8__detail9_StateSeqISt12regex_traitsIcEEEE9constructIS5_IS5_EEEvPT_DpOT0_ [966]
                0.00    0.00       4/53          void std::_Construct<std::sub_match<__gnu_cxx::__normal_iterator<char const*, std::string> >>(std::sub_match<__gnu_cxx::__normal_iterator<char const*, std::string> >*) [1015]
                0.00    0.00       4/53          void std::_Construct<std::sub_match<__gnu_cxx::__normal_iterator<char const*, std::string> >, std::sub_match<__gnu_cxx::__normal_iterator<char const*, std::string> > const&>(std::sub_match<__gnu_cxx::__normal_iterator<char const*, std::string> >*, std::sub_match<__gnu_cxx::__normal_iterator<char const*, std::string> > const&) [1014]
                0.00    0.00       5/53          void __gnu_cxx::new_allocator<std::__detail::_StateSeq<std::regex_traits<char> > >::construct<std::__detail::_StateSeq<std::regex_traits<char> >, std::__detail::_StateSeq<std::regex_traits<char> > const&>(std::__detail::_StateSeq<std::regex_traits<char> >*, std::__detail::_StateSeq<std::regex_traits<char> > const&) [941]
                0.00    0.00      10/53          _ZN9__gnu_cxx13new_allocatorINSt8__detail6_StateISt12regex_traitsIcEEEE9constructIS5_IS5_EEEvPT_DpOT0_ [835]
                0.00    0.00      15/53          void std::_Construct<std::__detail::_State<std::regex_traits<char> >, std::__detail::_State<std::regex_traits<char> >&>(std::__detail::_State<std::regex_traits<char> >*, std::__detail::_State<std::regex_traits<char> >&) [816]
[766]    0.0    0.00    0.00      53         operator new(unsigned long, void*) [766]
-----------------------------------------------
                0.00    0.00       9/52          std::_Function_handler<bool (char), std::__detail::_CharMatcher<std::regex_traits<char>, false, false> >::_M_invoke(std::_Any_data const&, char) [872]
                0.00    0.00      17/52          std::_Function_handler<bool (char), std::__detail::_AnyMatcher<std::regex_traits<char>, true, false, false> >::_M_invoke(std::_Any_data const&, char) [802]
                0.00    0.00      26/52          std::function<bool (char)>::operator()(char) const [785]
[767]    0.0    0.00    0.00      52         char&& std::forward<char>(std::remove_reference<char>::type&) [767]
-----------------------------------------------
                0.00    0.00       1/46          std::function<bool (char)>::function<std::__detail::_AnyMatcher<std::regex_traits<char>, true, false, false>, void>(std::__detail::_AnyMatcher<std::regex_traits<char>, true, false, false>) [1679]
                0.00    0.00       1/46          std::function<bool (char)>::function<std::__detail::_CharMatcher<std::regex_traits<char>, false, false>, void>(std::__detail::_CharMatcher<std::regex_traits<char>, false, false>) [1680]
                0.00    0.00      10/46          std::function<bool (char)>::function() [857]
                0.00    0.00      15/46          std::function<bool (char)>::function(std::function<bool (char)> const&) [814]
                0.00    0.00      19/46          std::function<bool (char)>::function(std::function<bool (char)>&&) [795]
[768]    0.0    0.00    0.00      46         std::_Function_base::_Function_base() [768]
-----------------------------------------------
                0.00    0.00      46/46          std::function<bool (char)>::~function() [772]
[769]    0.0    0.00    0.00      46         std::_Function_base::~_Function_base() [769]
                0.00    0.00       3/5           std::_Function_base::_Base_manager<std::__detail::_AnyMatcher<std::regex_traits<char>, true, false, false> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [947]
